,make,year,engine_fuel_type,engine_hp,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,msrp,new_model
3674,Mercedes-Benz,2015,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,67750.0,Mercedes-Benz E-Class
3675,Mercedes-Benz,2015,Premium Unleaded,302.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,52300.0,Mercedes-Benz E-Class
3676,Mercedes-Benz,2015,Premium Unleaded,577.0,Automatic,All Wheel Drive,4,Midsize,Sedan,75182.0,Mercedes-Benz E-Class
3677,Mercedes-Benz,2015,Premium Unleaded,577.0,Automatic,All Wheel Drive,4,Midsize,Wagon,75182.0,Mercedes-Benz E-Class
3679,Mercedes-Benz,2015,Premium Unleaded,329.0,Automatic,All Wheel Drive,4,Midsize,Sedan,64850.0,Mercedes-Benz E-Class
3681,Mercedes-Benz,2015,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,59400.0,Mercedes-Benz E-Class
3682,Mercedes-Benz,2015,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,61350.0,Mercedes-Benz E-Class
3683,Mercedes-Benz,2015,Diesel,195.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,51800.0,Mercedes-Benz E-Class
3687,Mercedes-Benz,2015,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,62350.0,Mercedes-Benz E-Class
3688,Mercedes-Benz,2016,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,63100.0,Mercedes-Benz E-Class
3689,Mercedes-Benz,2016,Premium Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,Wagon,59900.0,Mercedes-Benz E-Class
3691,Mercedes-Benz,2016,Diesel,195.0,Automatic,All Wheel Drive,4,Midsize,Sedan,55150.0,Mercedes-Benz E-Class
3692,Mercedes-Benz,2016,Premium Unleaded,302.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,53100.0,Mercedes-Benz E-Class
3693,Mercedes-Benz,2016,Premium Unleaded,329.0,Automatic,All Wheel Drive,4,Midsize,Sedan,65600.0,Mercedes-Benz E-Class
3694,Mercedes-Benz,2016,Premium Unleaded,577.0,Automatic,All Wheel Drive,4,Midsize,Sedan,75182.0,Mercedes-Benz E-Class
3696,Mercedes-Benz,2016,Premium Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,Sedan,55600.0,Mercedes-Benz E-Class
3697,Mercedes-Benz,2016,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,54200.0,Mercedes-Benz E-Class
3698,Mercedes-Benz,2016,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,60300.0,Mercedes-Benz E-Class
3699,Mercedes-Benz,2016,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,62250.0,Mercedes-Benz E-Class
3702,Mercedes-Benz,2016,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,68700.0,Mercedes-Benz E-Class
3703,Mercedes-Benz,2016,Premium Unleaded,577.0,Automatic,All Wheel Drive,4,Midsize,Wagon,75182.0,Mercedes-Benz E-Class
3704,Mercedes-Benz,2016,Diesel,195.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,52650.0,Mercedes-Benz E-Class
3706,Mercedes-Benz,2016,Premium Unleaded,329.0,Automatic,All Wheel Drive,2,Midsize,Coupe,56700.0,Mercedes-Benz E-Class
3707,Mercedes-Benz,2017,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,62600.0,Mercedes-Benz E-Class
3708,Mercedes-Benz,2017,Premium Unleaded,241.0,Automatic,All Wheel Drive,4,Midsize,Sedan,54650.0,Mercedes-Benz E-Class
3710,Mercedes-Benz,2017,Premium Unleaded,329.0,Automatic,All Wheel Drive,2,Midsize,Coupe,57050.0,Mercedes-Benz E-Class
3711,Mercedes-Benz,2017,Premium Unleaded,241.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,52150.0,Mercedes-Benz E-Class
3713,Mercedes-Benz,2017,Premium Unleaded,329.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,54550.0,Mercedes-Benz E-Class
3714,Mercedes-Benz,2017,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,60650.0,Mercedes-Benz E-Class
3715,Mercedes-Benz,2017,Premium Unleaded,402.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,69100.0,Mercedes-Benz E-Class
3716,Volkswagen,2015,Electric,115.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,33450.0,Volkswagen E-Golf
3717,Volkswagen,2015,Electric,115.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,35445.0,Volkswagen E-Golf
3718,Volkswagen,2016,Electric,115.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,28995.0,Volkswagen E-Golf
3719,Volkswagen,2016,Electric,115.0,Direct Drive,Front Wheel Drive,4,Compact,4Dr Hatchback,35595.0,Volkswagen E-Golf
3720,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,31460.0,Ford E-Series Van
3721,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,26630.0,Ford E-Series Van
3722,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,27630.0,Ford E-Series Van
3723,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,28985.0,Ford E-Series Van
3724,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,27840.0,Ford E-Series Van
3725,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,30560.0,Ford E-Series Van
3726,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,27325.0,Ford E-Series Van
3727,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,31485.0,Ford E-Series Van
3728,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,30145.0,Ford E-Series Van
3729,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,28785.0,Ford E-Series Van
3730,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,28540.0,Ford E-Series Van
3731,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,32385.0,Ford E-Series Van
3732,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,28600.0,Ford E-Series Van
3733,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,32760.0,Ford E-Series Van
3734,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Cargo Van,30060.0,Ford E-Series Van
3735,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,31420.0,Ford E-Series Van
3736,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,33660.0,Ford E-Series Van
3737,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Large,Cargo Van,29815.0,Ford E-Series Van
3738,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,28760.0,Ford E-Series Wagon
3739,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,34320.0,Ford E-Series Wagon
3740,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,35620.0,Ford E-Series Wagon
3741,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,34160.0,Ford E-Series Wagon
3742,Ford,2012,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,31200.0,Ford E-Series Wagon
3743,Ford,2012,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,31855.0,Ford E-Series Wagon
3744,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,35245.0,Ford E-Series Wagon
3745,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,36545.0,Ford E-Series Wagon
3746,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,32785.0,Ford E-Series Wagon
3747,Ford,2013,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,35085.0,Ford E-Series Wagon
3748,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,29455.0,Ford E-Series Wagon
3749,Ford,2013,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,31900.0,Ford E-Series Wagon
3750,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,32675.0,Ford E-Series Wagon
3751,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,37320.0,Ford E-Series Wagon
3752,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,36020.0,Ford E-Series Wagon
3753,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,35860.0,Ford E-Series Wagon
3754,Ford,2014,Flex-Fuel,255.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,33560.0,Ford E-Series Wagon
3755,Ford,2014,Flex-Fuel,225.0,Automatic,Rear Wheel Drive,3,Midsize,Passenger Van,30230.0,Ford E-Series Wagon
3756,Mercedes-Benz,1999,Regular Unleaded,349.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,5878.0,Mercedes-Benz E55 Amg
3757,Mercedes-Benz,2000,Regular Unleaded,349.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,6120.0,Mercedes-Benz E55 Amg
3758,Toyota,2003,Regular Unleaded,108.0,Manual,Front Wheel Drive,4,Compact,Sedan,10775.0,Toyota Echo
3759,Toyota,2003,Regular Unleaded,108.0,Automatic,Front Wheel Drive,4,Compact,Sedan,11575.0,Toyota Echo
3760,Toyota,2003,Regular Unleaded,108.0,Manual,Front Wheel Drive,2,Compact,Coupe,10245.0,Toyota Echo
3761,Toyota,2003,Regular Unleaded,108.0,Automatic,Front Wheel Drive,2,Compact,Coupe,11045.0,Toyota Echo
3762,Toyota,2004,Regular Unleaded,108.0,Manual,Front Wheel Drive,4,Compact,Sedan,10885.0,Toyota Echo
3763,Toyota,2004,Regular Unleaded,108.0,Automatic,Front Wheel Drive,4,Compact,Sedan,11685.0,Toyota Echo
3764,Toyota,2004,Regular Unleaded,108.0,Automatic,Front Wheel Drive,2,Compact,Coupe,11155.0,Toyota Echo
3765,Toyota,2004,Regular Unleaded,108.0,Manual,Front Wheel Drive,2,Compact,Coupe,10355.0,Toyota Echo
3766,Toyota,2005,Regular Unleaded,108.0,Manual,Front Wheel Drive,4,Compact,Sedan,10985.0,Toyota Echo
3767,Toyota,2005,Regular Unleaded,108.0,Automatic,Front Wheel Drive,2,Compact,Coupe,11255.0,Toyota Echo
3768,Toyota,2005,Regular Unleaded,108.0,Automatic,Front Wheel Drive,4,Compact,Sedan,11785.0,Toyota Echo
3769,Toyota,2005,Regular Unleaded,108.0,Manual,Front Wheel Drive,2,Compact,Coupe,10455.0,Toyota Echo
3770,Mitsubishi,2010,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,Convertible,27799.0,Mitsubishi Eclipse Spyder
3771,Mitsubishi,2010,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,Convertible,32599.0,Mitsubishi Eclipse Spyder
3772,Mitsubishi,2011,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,Convertible,32599.0,Mitsubishi Eclipse Spyder
3773,Mitsubishi,2011,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,Convertible,27999.0,Mitsubishi Eclipse Spyder
3774,Mitsubishi,2012,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,Convertible,28299.0,Mitsubishi Eclipse Spyder
3775,Mitsubishi,2012,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,Convertible,32599.0,Mitsubishi Eclipse Spyder
3776,Mitsubishi,2012,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,Convertible,27999.0,Mitsubishi Eclipse Spyder
3777,Mitsubishi,2010,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,24699.0,Mitsubishi Eclipse
3778,Mitsubishi,2010,Regular Unleaded,162.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,20699.0,Mitsubishi Eclipse
3779,Mitsubishi,2010,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,29089.0,Mitsubishi Eclipse
3780,Mitsubishi,2010,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,21699.0,Mitsubishi Eclipse
3781,Mitsubishi,2010,Premium Unleaded,265.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,28089.0,Mitsubishi Eclipse
3782,Mitsubishi,2011,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,24699.0,Mitsubishi Eclipse
3783,Mitsubishi,2011,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,19999.0,Mitsubishi Eclipse
3784,Mitsubishi,2011,Regular Unleaded,162.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,18999.0,Mitsubishi Eclipse
3785,Mitsubishi,2011,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,29089.0,Mitsubishi Eclipse
3786,Mitsubishi,2012,Regular Unleaded,162.0,Manual,Front Wheel Drive,2,Compact,2Dr Hatchback,19499.0,Mitsubishi Eclipse
3787,Mitsubishi,2012,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,20499.0,Mitsubishi Eclipse
3788,Mitsubishi,2012,Regular Unleaded,162.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,24699.0,Mitsubishi Eclipse
3789,Mitsubishi,2012,Premium Unleaded,265.0,Automatic,Front Wheel Drive,2,Compact,2Dr Hatchback,29089.0,Mitsubishi Eclipse
3791,Ford,2015,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,30095.0,Ford Edge
3792,Ford,2015,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33495.0,Ford Edge
3793,Ford,2015,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,28100.0,Ford Edge
3794,Ford,2015,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31500.0,Ford Edge
3795,Ford,2015,Regular Unleaded,315.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40095.0,Ford Edge
3796,Ford,2015,Regular Unleaded,315.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,38100.0,Ford Edge
3797,Ford,2015,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,37595.0,Ford Edge
3798,Ford,2015,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,35600.0,Ford Edge
3799,Ford,2016,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,28700.0,Ford Edge
3800,Ford,2016,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,30695.0,Ford Edge
3801,Ford,2016,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31790.0,Ford Edge
3802,Ford,2016,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,37595.0,Ford Edge
3803,Ford,2016,Regular Unleaded,315.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40900.0,Ford Edge
3804,Ford,2016,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33785.0,Ford Edge
3805,Ford,2016,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,35600.0,Ford Edge
3806,Ford,2017,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,28950.0,Ford Edge
3807,Ford,2017,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,37595.0,Ford Edge
3808,Ford,2017,Regular Unleaded,315.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40900.0,Ford Edge
3809,Ford,2017,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,30945.0,Ford Edge
3810,Ford,2017,Premium Unleaded,245.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33785.0,Ford Edge
3811,Ford,2017,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,31790.0,Ford Edge
3812,Ford,2017,Premium Unleaded,245.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,35600.0,Ford Edge
3813,Oldsmobile,1993,Regular Unleaded,170.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight Royale
3815,Oldsmobile,1994,Regular Unleaded,170.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight Royale
3819,Oldsmobile,1995,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight Royale
3822,Oldsmobile,1995,Regular Unleaded,225.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight Royale
3823,Oldsmobile,1997,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight
3825,Oldsmobile,1998,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Oldsmobile Eighty-Eight
3826,Oldsmobile,1998,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2098.0,Oldsmobile Eighty-Eight
3827,Oldsmobile,1999,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2210.0,Oldsmobile Eighty-Eight
3828,Oldsmobile,1999,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2107.0,Oldsmobile Eighty-Eight
3829,Oldsmobile,1999,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2320.0,Oldsmobile Eighty-Eight
3830,Hyundai,2013,Regular Unleaded,145.0,Automatic,Front Wheel Drive,2,Compact,Coupe,18595.0,Hyundai Elantra Coupe
3831,Hyundai,2013,Regular Unleaded,148.0,Automatic,Front Wheel Drive,2,Compact,Coupe,18595.0,Hyundai Elantra Coupe
3832,Hyundai,2013,Regular Unleaded,148.0,Manual,Front Wheel Drive,2,Compact,Coupe,19895.0,Hyundai Elantra Coupe
3833,Hyundai,2013,Regular Unleaded,145.0,Automatic,Front Wheel Drive,2,Compact,Coupe,20895.0,Hyundai Elantra Coupe
3834,Hyundai,2013,Regular Unleaded,148.0,Automatic,Front Wheel Drive,2,Compact,Coupe,20895.0,Hyundai Elantra Coupe
3835,Hyundai,2013,Regular Unleaded,148.0,Manual,Front Wheel Drive,2,Compact,Coupe,17595.0,Hyundai Elantra Coupe
3836,Hyundai,2014,Regular Unleaded,166.0,Automatic,Front Wheel Drive,2,Compact,Coupe,19600.0,Hyundai Elantra Coupe
3837,Hyundai,2014,Regular Unleaded,173.0,Automatic,Front Wheel Drive,2,Compact,Coupe,19600.0,Hyundai Elantra Coupe
3838,Hyundai,2015,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19800.0,Hyundai Elantra Gt
3839,Hyundai,2015,Regular Unleaded,173.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18800.0,Hyundai Elantra Gt
3840,Hyundai,2016,Regular Unleaded,173.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18800.0,Hyundai Elantra Gt
3841,Hyundai,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19800.0,Hyundai Elantra Gt
3842,Hyundai,2017,Regular Unleaded,173.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18800.0,Hyundai Elantra Gt
3843,Hyundai,2017,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19800.0,Hyundai Elantra Gt
3844,Hyundai,2010,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,17195.0,Hyundai Elantra Touring
3845,Hyundai,2010,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,19795.0,Hyundai Elantra Touring
3846,Hyundai,2010,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,15995.0,Hyundai Elantra Touring
3847,Hyundai,2010,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,18995.0,Hyundai Elantra Touring
3848,Hyundai,2011,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,15995.0,Hyundai Elantra Touring
3849,Hyundai,2011,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,19495.0,Hyundai Elantra Touring
3850,Hyundai,2011,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,17195.0,Hyundai Elantra Touring
3851,Hyundai,2011,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20295.0,Hyundai Elantra Touring
3852,Hyundai,2012,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,17195.0,Hyundai Elantra Touring
3853,Hyundai,2012,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,15995.0,Hyundai Elantra Touring
3854,Hyundai,2012,Regular Unleaded,138.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,19495.0,Hyundai Elantra Touring
3855,Hyundai,2012,Regular Unleaded,138.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,20295.0,Hyundai Elantra Touring
3856,Hyundai,2015,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Compact,Sedan,22600.0,Hyundai Elantra
3857,Hyundai,2015,Regular Unleaded,145.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21700.0,Hyundai Elantra
3858,Hyundai,2015,Regular Unleaded,145.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18250.0,Hyundai Elantra
3859,Hyundai,2015,Regular Unleaded,145.0,Manual,Front Wheel Drive,4,Compact,Sedan,17250.0,Hyundai Elantra
3860,Hyundai,2015,Regular Unleaded,166.0,Automatic,Front Wheel Drive,4,Compact,Sedan,22600.0,Hyundai Elantra
3861,Hyundai,2015,Regular Unleaded,173.0,Manual,Front Wheel Drive,4,Compact,Sedan,21600.0,Hyundai Elantra
3863,Hyundai,2016,Regular Unleaded,173.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21250.0,Hyundai Elantra
3864,Hyundai,2016,Regular Unleaded,145.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18250.0,Hyundai Elantra
3865,Hyundai,2016,Regular Unleaded,166.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21250.0,Hyundai Elantra
3866,Hyundai,2016,Regular Unleaded,145.0,Automatic,Front Wheel Drive,4,Compact,Sedan,21700.0,Hyundai Elantra
3867,Hyundai,2016,Regular Unleaded,173.0,Manual,Front Wheel Drive,4,Compact,Sedan,20250.0,Hyundai Elantra
3868,Hyundai,2016,Regular Unleaded,145.0,Manual,Front Wheel Drive,4,Compact,Sedan,17250.0,Hyundai Elantra
3870,Hyundai,2016,Regular Unleaded,145.0,Automatic,Front Wheel Drive,4,Compact,Sedan,19700.0,Hyundai Elantra
3871,Hyundai,2017,Regular Unleaded,147.0,Automatic,Front Wheel Drive,4,Compact,Sedan,18150.0,Hyundai Elantra
3872,Hyundai,2017,Regular Unleaded,147.0,Automatic,Front Wheel Drive,4,Compact,Sedan,22350.0,Hyundai Elantra
3874,Hyundai,2017,Regular Unleaded,128.0,Automated Manual,Front Wheel Drive,4,Compact,Sedan,20650.0,Hyundai Elantra
3875,Hyundai,2017,Regular Unleaded,147.0,Manual,Front Wheel Drive,4,Compact,Sedan,17150.0,Hyundai Elantra
3877,Hyundai,2017,Regular Unleaded,201.0,Automated Manual,Front Wheel Drive,4,Compact,Sedan,22750.0,Hyundai Elantra
3878,Hyundai,2017,Regular Unleaded,201.0,Manual,Front Wheel Drive,4,Compact,Sedan,21650.0,Hyundai Elantra
3879,Hyundai,2017,Regular Unleaded,147.0,Automatic,Front Wheel Drive,4,Compact,Sedan,20250.0,Hyundai Elantra
3880,Cadillac,2000,Regular Unleaded,275.0,Automatic,Front Wheel Drive,2,Large,Coupe,2905.0,Cadillac Eldorado
3881,Cadillac,2000,Regular Unleaded,300.0,Automatic,Front Wheel Drive,2,Large,Coupe,3257.0,Cadillac Eldorado
3882,Cadillac,2001,Regular Unleaded,300.0,Automatic,Front Wheel Drive,2,Large,Coupe,44011.0,Cadillac Eldorado
3883,Cadillac,2001,Regular Unleaded,275.0,Automatic,Front Wheel Drive,2,Large,Coupe,40436.0,Cadillac Eldorado
3884,Cadillac,2002,Regular Unleaded,300.0,Automatic,Front Wheel Drive,2,Large,Coupe,47660.0,Cadillac Eldorado
3885,Cadillac,2002,Regular Unleaded,300.0,Automatic,Front Wheel Drive,2,Large,Coupe,45265.0,Cadillac Eldorado
3886,Cadillac,2002,Regular Unleaded,275.0,Automatic,Front Wheel Drive,2,Large,Coupe,42130.0,Cadillac Eldorado
3887,Buick,1990,Regular Unleaded,165.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2000.0,Buick Electra
3891,Honda,2009,Regular Unleaded,166.0,Manual,All Wheel Drive,4,Compact,4Dr Suv,22785.0,Honda Element
3892,Honda,2009,Regular Unleaded,166.0,Automatic,Front Wheel Drive,4,Compact,4Dr Suv,25770.0,Honda Element
3893,Honda,2009,Regular Unleaded,166.0,Manual,Front Wheel Drive,4,Compact,4Dr Suv,23270.0,Honda Element
3894,Honda,2009,Regular Unleaded,166.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,23585.0,Honda Element
3895,Honda,2009,Regular Unleaded,166.0,Automatic,Front Wheel Drive,4,Compact,4Dr Suv,20275.0,Honda Element
3896,Honda,2009,Regular Unleaded,166.0,Automatic,Front Wheel Drive,4,Compact,4Dr Suv,24085.0,Honda Element
3897,Honda,2009,Regular Unleaded,166.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,25285.0,Honda Element
3898,Honda,2009,Regular Unleaded,166.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,21475.0,Honda Element
